X,Y
0.624965117,0.339300271
0.654774034,0.296243054
0.617200702,0.315524093
0.684005454,0.285093536
0.623304186,0.341939557
0.619013474,0.323505149
0.731164686,0.261514751
0.781284794,0.21844918
0.707691801,0.262107041
0.61427891,0.316054282
0.59719608,0.342867589
0.761535697,0.229896958
0.660504983,0.295599834
0.639412955,0.325407753
0.587383982,0.340987974
0.621149171,0.330955511
0.607172955,0.327233854
0.649550188,0.320616284
0.751193135,0.239181359
0.777772691,0.225309845
0.612272208,0.326426162
0.619648538,0.336749676
0.677716228,0.285150606
0.615652679,0.342382668
0.662055487,0.288900244
0.706433847,0.27606237
0.602124811,0.338173121
0.615165815,0.316250393
0.70661349,0.269032691
0.614573637,0.334041106
0.651850598,0.301108041
0.595184327,0.329752062
0.629090875,0.327472202
0.739881448,0.242596013
0.664106924,0.304313764
0.684742992,0.286510687
0.63837781,0.328151176
0.717895064,0.259491723
0.62342401,0.336998634
0.609536662,0.322820608
0.626417237,0.319825618
0.632957218,0.309458229
0.635244531,0.310753445
0.749172949,0.238923274
0.768064015,0.231656163
0.789012159,0.209710084
0.692542793,0.270463454
0.800196549,0.204822932
0.595408688,0.328503694
0.738903231,0.253919637
0.66171448,0.303967633
0.756677939,0.238088743
0.658763112,0.315381595
0.657376197,0.307154243
0.597989746,0.328452584
0.703528364,0.264334175
0.616357248,0.322284511
0.683318706,0.27812066
0.678749662,0.301797549
0.678503262,0.283548958
0.605495885,0.337755557
0.618224777,0.330547479
0.726580588,0.262880381
0.754174599,0.236676554
0.622006936,0.338935952
0.683183565,0.294805328
0.736030294,0.256574507
0.642078187,0.324956896
0.658502372,0.317651168
0.683763829,0.290390977
0.619683739,0.317796933
0.622043769,0.332298454
0.647092522,0.308317203
0.600628219,0.327838269
0.622068401,0.342277607
0.6638862,0.293480284
0.762623711,0.233022973
0.680218659,0.277321161
0.614985209,0.343653133
0.735270685,0.250975317
0.696305939,0.267117521
0.635843342,0.334087
0.703233362,0.281603576
0.651936674,0.31903353
0.686291782,0.276280775
0.704103836,0.273477846
0.756849476,0.239356308
0.639921146,0.319245368
0.628242565,0.315970937
0.629950497,0.312418412
0.692920116,0.281640595
0.744646762,0.240492503
0.785400062,0.213600876
0.655719404,0.310542358
0.667072336,0.296458692
0.678302145,0.289350726
0.609243129,0.334230191
0.624852784,0.311721093
0.632021147,0.336722628
0.618495375,0.339742308
0.661925363,0.302752609
0.610051214,0.34421747
0.624004073,0.339493673
0.689605812,0.280998421
0.65946436,0.313444614
0.662610477,0.304970419
0.612138158,0.343742656
0.615440464,0.322715566
0.806350371,0.202418963
0.645284251,0.328005405
0.613544369,0.31843327
0.628867855,0.340253401
0.697624462,0.267879609
0.63377648,0.322500836
0.776729202,0.21727982
0.59049431,0.33965877
0.686375385,0.278745829
0.691710093,0.2912438
0.763833385,0.234700792
0.654943977,0.309195795
0.619853914,0.323729239
0.654358899,0.294520997
0.820392545,0.191318626
0.669356216,0.295402065
0.691868105,0.273152554
0.604174313,0.342420701
0.632597199,0.324857274
0.607609935,0.337705093
0.639281446,0.328466937
0.625283967,0.327849406
0.721554706,0.268637859
0.607009598,0.336507127
0.674633631,0.291075829
0.662483381,0.297780738
0.683905066,0.279858335
0.644986395,0.297177149
0.599796639,0.339283462
0.629330039,0.328295385
0.590982615,0.331973714
0.587717304,0.335449201
0.656393065,0.291108297
0.649931921,0.2947009
0.649412067,0.320368172
0.713145432,0.260839913
0.610986486,0.335419511
0.701221106,0.26887094
0.614745542,0.316097707
0.609339048,0.330814095
0.747954482,0.235598035
0.629921189,0.306566205
0.638499609,0.316642589
0.673710883,0.28608858
0.625092479,0.336070658
0.66290783,0.286535264
0.652518446,0.310786785
0.609329158,0.330069508
0.645492504,0.306589112
0.619781787,0.324012562
0.630533993,0.317825621
0.662358193,0.303514403
0.625520503,0.324321998
0.787039974,0.212219335
0.639782331,0.31653212
0.791386621,0.214906128
0.64393864,0.300519845
0.695925303,0.268352554
0.666258736,0.296074271
0.692189937,0.28486195
0.687961105,0.293761746
0.595210134,0.32722309
0.664710181,0.292491349
0.600507192,0.337060165
0.676414251,0.297599727
0.718650695,0.2548391
0.736233883,0.249079525
0.605379125,0.322784419
0.614685358,0.339805965
0.641250937,0.308163378
0.706829461,0.273545637
0.741820246,0.244354294
0.645569092,0.31160988
0.827574057,0.186391807
0.664593525,0.31309238
0.68464346,0.278692947
0.604129337,0.342412124
0.793484976,0.213032877
0.685955686,0.280459715
0.72277786,0.256729643
0.649414656,0.304262417
0.735208758,0.257116046
0.786594966,0.217068132
0.734190502,0.250011014
0.722639386,0.256889203
0.718630367,0.252775821
0.603739835,0.321787052
0.627805908,0.325523654
0.661104055,0.297216096
0.677958011,0.290231077
0.609287812,0.338468027
0.582801616,0.339500099
0.718068267,0.263236485
0.620392026,0.322606171
0.659114892,0.303757371
0.674963226,0.296156218
0.740141209,0.250047906
0.703413876,0.267529724
0.608769395,0.328330539
0.744217493,0.23771099
0.766654512,0.233561656
0.681831786,0.277976962
0.738665189,0.252652018
0.691272195,0.269550463
0.595884159,0.330948321
0.645204028,0.30759395
0.783891895,0.218383533
0.609566108,0.333036914
0.728857229,0.262616015
0.731096277,0.260985024
0.672767006,0.287111077
0.700558368,0.274301634
0.70614991,0.261536411
0.750550504,0.246467589
0.615798109,0.323651993
0.70242072,0.267620579
0.588147644,0.339114119
0.659383089,0.302967032
0.709299737,0.275304192
0.661663934,0.30848108
0.7631936,0.226796995
0.749351103,0.246067839
0.685911869,0.27609446
0.800623018,0.205983086
0.757522984,0.232269222
0.609009286,0.344380079
0.686211518,0.295561621
0.647341821,0.308081041
0.690304036,0.276422575
0.768605498,0.222246974
0.594746803,0.338975618
0.655714111,0.299817552
0.730308416,0.249139572
0.64910636,0.309683635
0.709151675,0.278040298
0.722472167,0.255623512
0.602062523,0.334242331
0.704021276,0.279521933
0.780102698,0.220345793
0.657655759,0.298472821
0.780624254,0.219991644
0.584556917,0.339517915
0.593605602,0.328095568
0.64911682,0.298080447
0.657265835,0.29678621
0.706682386,0.279568674
0.689800477,0.291938656
0.742439888,0.244933626
0.637522457,0.310399435
0.692596052,0.276414043
0.695319272,0.288683787
0.640435416,0.318702105
0.764584664,0.224767528
0.670574409,0.29382315
0.685389643,0.289604129
0.699515126,0.274997422
0.694042029,0.272009863
0.682466808,0.282094673
0.609245907,0.334463493
0.673180901,0.279598742
0.664437738,0.295405442
0.729087996,0.249962976
0.608871633,0.339289783
0.656148326,0.290595664
0.768905549,0.229385257
0.777611856,0.219990027
0.615887732,0.33333116
0.672026339,0.307150736
0.709155355,0.275292624
0.597065601,0.329397406
0.644810436,0.318122513
0.711163926,0.263403001
0.613353871,0.342798226
0.601833969,0.338001486
0.736177782,0.254541772
0.6605111,0.291343991
0.72498923,0.264808466
0.586974653,0.335405224
0.611157626,0.336170855
0.752350463,0.239591933
0.716818153,0.264828401
0.625191834,0.32602292
0.676152021,0.304096985
0.704546845,0.280417994
0.610244461,0.333911065
0.711628134,0.275074586
0.641707856,0.313642019
0.645329535,0.325828147
0.61055054,0.320321221
0.699267567,0.264048438
0.613411089,0.327385737
0.700053531,0.284922856
0.636158568,0.303083361
0.642268651,0.309202471
0.660241023,0.309463011
0.757174321,0.229692388
0.679459964,0.301392426
0.668305447,0.296498068
0.685596586,0.290211559
0.632934977,0.331580334
0.716019539,0.258746929
0.735597786,0.254842745
0.810128752,0.19772876
0.651307,0.322682591
0.606509779,0.330492743
0.623055459,0.316545308
0.582577124,0.341408925
0.592677184,0.333917194
0.77192243,0.22634709
0.72133269,0.251237696
0.654334159,0.294259121
0.616515606,0.333493539
0.670816205,0.283672103
0.744470673,0.24299889
0.600756685,0.329458324
0.606624041,0.328365746
0.59037244,0.338872169
0.686785438,0.273077022
0.684381968,0.278280735
0.77005866,0.225005553
0.802358789,0.203892671
0.612751405,0.324071609
0.683770336,0.278921777
0.650856634,0.320585133
0.656695192,0.297090611
0.791950564,0.210456347
0.647509216,0.315032398
0.735564605,0.253133029
0.739565973,0.241286631
0.582581961,0.336512393
0.833199612,0.182558398
0.587309587,0.33479585
0.648269627,0.296024684
0.820947447,0.192143084
0.600071984,0.324586813
0.67279426,0.282483452
0.748578842,0.242645259
0.688452791,0.291153647
0.699413333,0.264312025
0.782584205,0.213748772
0.63478663,0.318069398
0.653887745,0.318460572
0.625839508,0.320026678
0.731476887,0.255888612
0.646146366,0.322591657
0.6330537,0.305571782
0.725443363,0.256256117
0.728663162,0.248880431
0.680807608,0.296306175
0.77527817,0.220442711
0.623221016,0.343292697
0.689405731,0.292149167
0.792122484,0.214345427
0.725800833,0.256419257
0.697200947,0.274458602
0.689038288,0.271069662
0.671143982,0.291505082
0.622017417,0.344332655
0.696551562,0.284778964
0.725221734,0.253466473
0.72393907,0.266636553
